"VALNSAWD: VALUE NON-SEASONALLY ADJUSTED - Average Weekly Retail Sales Detailed Level in £thousands, Great Britain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some cells in this table are empty because data was not collected for these variables at these time points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Retails Sales Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Weeks,Time Period,All Retailing including automotive fuel - All Retailing,All Retailing including automotive fuel - Large Businesses,All Retailing including automotive fuel - Small Businesses,All Retailing excluding automotive fuel - All Retailing,All Retailing excluding automotive fuel - Large Businesses,All Retailing excluding automotive fuel - Small Businesses,Predominantly Food Stores Total - All Businesses,Predominantly Food Stores Total - Large Businesses,Predominantly Food Stores Total - Small Businesses,Non-Specialised Food Stores - All Businesses,Non-Specialised Food Stores - Large Businesses,Non-Specialised Food Stores - Small Businesses,Specialist Food Stores,"Alcoholic and Other beverages, and Tobacco",Predominantly Non-food Stores Total - All Businesses,Predominantly Non-food Stores Total - Large Businesses,Predominantly Non-food Stores Total - Small Businesses,Non-Specialised Predominantly Non-food Stores - All Businesses,Non-Specialised Predominantly Non-food Stores - Large Businesses,Non-Specialised Predominantly Non-food Stores - Small Businesses,"Textiles, Clothing, Footwear & Leather - All Businesses","Textiles, Clothing, Footwear & Leather - Large Businesses","Textiles, Clothing, Footwear & Leather - Small Businesses",Retail Sale of Textiles,Retail Sale of Clothing - All Businesses,Retail Sale of Clothing - Large Businesses,Retail Sale of Clothing - Small Businesses,Footwear & Leather Goods,Household Goods Stores - All Businesses,Household Goods Stores - Large Businesses,Household Goods Stores - Small Businesses,"Furniture, Lighting, etc. NES",Electrical Household Appliances,"Hardware, Paint and Glass",Audio and video and music,Other Non-food Stores - All Businesses,Other Non-food Stores - Large Businesses,Other Non-food Stores - Small Businesses,"Other Retail Sale in Specialised Stores - Pharmaceutical, Medical, Cosmetic and Toilet Goods","Other Retail Sale in Specialised Stores - Books, Newspapers and Periodicals",Other Retail Sale in Specialised Stores - Floor Coverings,Other Retail Sale in Specialised Stores - Computers and Telecommunications,Other Retail Sale in Specialised Stores - Specialised Stores NEC,Non-store Retailing - All Retailing,Non-store Retailing - Large Businesses,Non-store Retailing - Small Businesses,Non-store Retailing - Mail Order Houses,Non-store Retailing - Non-store excluding Mail Order,Automotive fuel
4,2011MAY,"6,400,543","4,994,590","1,405,949","5,597,643","4,339,968","1,257,672","2,678,336","2,287,341","390,993","2,474,572","2,244,856","229,714","143,094","60,671","2,600,036","1,866,046","733,989","461,446","418,785","42,661","758,748","658,656","100,093","11,356","669,611","597,030","72,581","77,782","569,872","396,681","173,192","186,389","118,145","241,922","23,416","809,969","391,926","418,043","79,596","71,493","27,364","76,484","555,032","319,272","186,582","132,690","260,320","58,952","802,899"
5,2011JUN,"6,426,508","5,045,414","1,381,092","5,638,845","4,403,384","1,235,459","2,701,956","2,308,027","393,929","2,492,147","2,262,733","229,414","142,698","67,110","2,611,634","1,906,896","704,738","478,699","444,777","33,921","778,255","677,272","100,983","11,627","683,343","609,054","74,289","83,285","548,593","383,507","165,087","186,397","117,746","218,982","25,468","806,087","401,340","404,747","81,341","75,478","27,787","75,191","546,291","325,255","188,461","136,793","262,441","62,814","787,663"
4,2011JUL,"6,513,163","5,082,726","1,430,436","5,711,590","4,427,886","1,283,703","2,710,305","2,293,882","416,424","2,493,320","2,248,384","244,938","150,891","66,095","2,678,155","1,949,536","728,619","479,161","437,279","41,881","811,710","710,919","100,791","12,271","711,287","639,293","71,994","88,152","570,330","394,103","176,228","202,995","121,169","220,515","25,651","816,955","407,235","409,719","82,809","76,968","30,222","75,098","551,857","323,129","184,468","138,660","267,094","56,035","801,573"
4,2011AUG,"6,334,374","4,914,741","1,419,635","5,558,818","4,289,968","1,268,850","2,682,226","2,261,418","420,807","2,469,802","2,219,037","250,766","149,322","63,101","2,552,303","1,843,849","708,455","465,263","423,752","41,511","747,448","651,153","96,295","11,351","651,374","582,452","68,921","84,723","553,526","382,578","170,948","192,020","129,667","206,902","24,937","786,067","386,366","399,702","79,440","73,516","30,109","73,759","529,244","324,290","184,702","139,588","272,600","51,690","775,556"
5,2011SEP,"6,388,952","5,008,563","1,380,389","5,603,952","4,367,148","1,236,805","2,676,367","2,275,209","401,159","2,472,455","2,235,070","237,385","139,903","64,009","2,592,584","1,895,351","697,233","469,216","428,201","41,016","774,852","672,078","102,775","13,207","676,564","605,083","71,481","85,081","565,260","398,495","166,765","204,170","143,557","190,395","27,138","783,255","396,579","386,677","79,306","79,288","31,290","81,862","511,510","335,001","196,588","138,413","283,553","51,448","785,000"
4,2011OCT,"6,689,132","5,207,355","1,481,775","5,892,922","4,564,454","1,328,465","2,717,961","2,303,509","414,451","2,504,515","2,261,844","242,669","144,357","69,090","2,802,091","2,040,704","761,385","507,856","464,654","43,202","833,562","731,786","101,777","13,109","731,574","661,116","70,458","88,880","607,425","415,923","191,502","225,378","151,025","201,107","29,915","853,249","428,343","424,905","81,490","78,688","34,530","94,794","563,748","372,870","220,242","152,629","309,721","63,149","796,210"
4,2011NOV,"7,234,914","5,712,441","1,522,474","6,410,125","5,048,331","1,361,796","2,847,892","2,456,022","391,871","2,630,342","2,409,954","220,389","147,133","70,417","3,085,826","2,299,182","786,644","626,183","577,336","48,847","899,619","792,073","107,546","14,811","793,199","721,400","71,799","91,609","615,568","422,907","192,662","221,395","159,419","195,682","39,072","944,456","506,867","437,590","95,431","94,814","37,261","124,023","592,928","476,408","293,127","183,280","414,940","61,468","824,789"
5,2011DEC,"8,425,631","6,842,641","1,582,991","7,656,014","6,230,947","1,425,069","3,230,604","2,797,306","433,299","2,976,289","2,742,261","234,029","171,254","83,061","3,950,508","3,120,788","829,720","850,387","797,518","52,870","1,232,398","1,102,097","130,301","16,160","1,094,532","1,002,633","91,900","121,705","683,937","514,607","169,330","215,881","220,080","178,875","69,101","1,183,786","706,565","477,221","126,724","145,522","26,835","150,377","734,328","474,902","312,853","162,049","418,083","56,819","769,617"
4,2012JAN,"6,071,494","4,814,354","1,257,141","5,323,958","4,198,450","1,125,509","2,544,720","2,179,579","365,142","2,361,929","2,140,261","221,670","130,653","52,138","2,442,618","1,814,443","628,175","451,795","411,332","40,464","697,065","607,083","89,982","12,404","606,906","545,419","61,488","77,755","578,463","424,289","154,174","198,644","168,853","184,342","26,624","715,296","371,740","343,556","72,326","73,727","36,929","85,421","446,893","336,620","204,428","132,192","295,373","41,248","747,536"
4,2012FEB,"6,149,881","4,848,205","1,301,678","5,366,317","4,201,672","1,164,646","2,667,629","2,291,970","375,660","2,474,355","2,250,884","223,471","137,715","55,558","2,351,913","1,698,701","653,212","433,427","391,387","42,040","659,804","577,358","82,447","12,326","581,915","525,034","56,883","65,563","528,472","364,276","164,196","196,672","126,814","179,001","25,985","730,210","365,682","364,529","77,074","74,652","38,692","69,305","470,489","346,776","211,001","135,775","292,158","54,618","783,564"
5,2012MAR,"6,523,885","5,111,740","1,412,144","5,660,373","4,400,815","1,259,557","2,716,621","2,344,871","371,749","2,524,376","2,300,459","223,914","139,062","53,183","2,586,324","1,848,037","738,287","481,214","428,861","52,353","735,184","647,431","87,753","11,829","650,487","590,240","60,246","72,869","563,602","385,367","178,234","202,468","123,460","211,474","26,200","806,324","386,376","419,947","80,292","77,115","41,205","67,966","539,746","357,428","207,908","149,521","306,634","50,794","863,512"
4,2012APR,"6,470,392","5,091,907","1,378,485","5,704,082","4,468,510","1,235,572","2,761,419","2,369,499","391,922","2,562,012","2,326,026","235,988","143,782","55,625","2,594,533","1,890,102","704,430","490,441","435,316","55,125","747,592","656,774","90,818","11,546","654,583","591,287","63,296","81,463","585,836","403,148","182,688","214,580","127,506","218,313","25,437","770,665","394,865","375,800","77,108","72,646","40,069","75,238","505,605","348,130","208,909","139,220","298,544","49,586","766,310"
4,2012MAY,"6,580,829","5,132,044","1,448,786","5,786,135","4,493,582","1,292,554","2,788,879","2,390,996","397,883","2,581,929","2,346,461","235,470","146,696","60,254","2,639,242","1,893,824","745,419","506,438","446,161","60,278","763,053","668,034","95,020","11,434","670,992","604,563","66,430","80,628","578,750","396,163","182,587","206,692","123,253","224,765","24,039","791,001","383,467","407,534","82,716","71,408","40,692","65,477","530,708","358,014","208,762","149,253","298,887","59,128","794,695"
5,2012JUN,"6,583,146","5,164,673","1,418,470","5,845,040","4,576,807","1,268,230","2,799,150","2,403,514","395,633","2,595,612","2,359,994","235,615","145,488","58,050","2,699,968","1,963,113","736,855","519,746","470,350","49,397","791,601","697,056","94,545","12,083","695,057","627,410","67,648","84,462","559,632","384,771","174,860","213,386","121,225","201,853","23,168","828,989","410,937","418,053","85,612","75,079","37,913","63,687","566,698","345,922","210,180","135,742","293,025","52,896","738,106"
4,2012JUL,"6,650,303","5,200,821","1,449,480","5,877,508","4,580,976","1,296,530","2,784,947","2,376,851","408,094","2,571,573","2,333,096","238,475","152,537","60,837","2,729,164","1,984,042","745,123","513,243","461,043","52,200","816,581","714,902","101,679","12,539","716,194","644,659","71,534","87,849","568,430","388,342","180,089","214,542","130,508","198,508","24,872","830,910","419,755","411,156","84,621","76,013","38,276","77,621","554,379","363,397","220,082","143,313","309,519","53,879","772,796"
4,2012AUG,"6,495,812","5,043,138","1,452,670","5,727,776","4,432,222","1,295,550","2,763,051","2,353,336","409,713","2,552,741","2,310,403","242,339","150,683","59,627","2,633,665","1,879,667","753,995","492,458","434,220","58,237","775,573","665,071","110,501","13,344","670,271","593,120","77,151","91,958","543,735","379,665","164,070","195,941","124,407","199,144","24,243","821,900","400,712","421,188","84,201","68,605","39,656","67,912","561,525","331,060","199,219","131,842","281,084","49,976","768,037"
5,2012SEP,"6,580,145","5,214,300","1,365,847","5,778,823","4,563,366","1,215,460","2,749,634","2,364,919","384,716","2,554,259","2,323,749","230,512","142,764","52,610","2,669,313","1,973,284","696,029","502,053","452,995","49,057","814,516","707,989","106,526","13,115","710,536","636,520","74,016","90,865","552,234","394,114","158,120","203,537","130,997","192,423","25,278","800,511","418,185","382,326","78,287","77,832","40,061","85,561","518,770","359,876","225,162","134,715","310,835","49,041","801,322"
4,2012OCT,"6,775,124","5,330,051","1,445,073","6,000,538","4,702,100","1,298,438","2,762,887","2,378,184","384,701","2,562,984","2,334,289","228,693","156,847","43,057","2,830,509","2,064,025","766,484","538,168","485,821","52,347","858,095","743,262","114,833","15,302","746,275","672,363","73,911","96,518","581,777","406,274","175,503","231,624","132,785","189,561","27,807","852,470","428,669","423,801","86,206","81,389","44,046","88,894","551,935","407,142","259,891","147,252","344,523","62,620","774,586"
4,2012NOV,"7,314,098","5,827,828","1,486,272","6,555,319","5,205,297","1,350,024","2,909,776","2,520,209","389,571","2,701,608","2,472,930","228,679","155,746","52,422","3,142,325","2,345,670","796,656","668,673","613,900","54,773","894,218","797,326","96,893","14,997","791,755","723,380","68,376","87,466","619,365","438,306","181,059","224,509","163,726","196,558","34,572","960,070","496,138","463,931","95,501","89,249","48,000","108,568","618,752","503,217","339,419","163,798","439,815","63,402","758,779"
5,2012DEC,"8,516,231","7,009,910","1,506,322","7,793,873","6,418,493","1,375,380","3,280,039","2,872,504","407,535","3,039,238","2,815,966","223,273","181,625","59,176","3,963,923","3,164,408","799,515","887,452","828,464","58,989","1,234,945","1,115,722","119,222","15,724","1,099,674","1,013,890","85,784","119,546","665,455","507,073","158,382","219,067","209,518","175,076","61,794","1,176,071","713,149","462,923","136,042","137,894","35,658","131,013","735,465","549,911","381,581","168,330","496,725","53,186","722,358"
4,2013JAN,"6,077,925","4,865,563","1,212,363","5,405,501","4,321,774","1,083,728","2,611,763","2,280,236","331,526","2,429,956","2,239,975","189,982","135,801","46,006","2,412,702","1,807,641","605,063","480,365","434,728","45,638","703,665","608,342","95,323","13,214","609,406","548,190","61,215","81,046","554,456","393,016","161,440","214,469","123,920","189,638","26,429","674,216","371,554","302,662","75,376","68,709","39,176","79,537","411,418","381,037","233,897","147,139","339,585","41,452","672,424"
4,2013FEB,"6,321,075","4,986,503","1,334,571","5,565,134","4,372,692","1,192,441","2,717,656","2,366,623","351,032","2,518,306","2,320,769","197,535","150,141","49,209","2,440,794","1,759,306","681,488","468,063","426,774","41,288","681,395","587,499","93,897","12,760","598,012","536,931","61,082","70,623","534,303","364,078","170,226","213,292","105,355","193,063","22,594","757,033","380,955","376,078","81,628","73,283","46,674","72,229","483,220","406,684","246,763","159,922","348,320","58,364","755,941"
5,2013MAR,"6,560,715","5,216,220","1,344,496","5,776,346","4,570,933","1,205,414","2,850,919","2,498,982","351,938","2,649,383","2,452,767","196,614","151,279","50,257","2,507,262","1,824,735","682,527","484,597","442,455","42,142","721,065","636,681","84,383","12,255","643,666","584,722","58,944","65,143","520,629","357,873","162,757","208,384","97,882","193,863","20,500","780,971","387,726","393,245","83,728","73,460","45,651","69,395","508,738","418,165","247,216","170,949","362,240","55,925","784,369"
4,2013APR,"6,483,114","5,100,043","1,383,072","5,720,400","4,477,128","1,243,274","2,727,201","2,346,340","380,863","2,526,889","2,301,582","225,309","148,234","52,078","2,593,502","1,890,127","703,375","488,281","446,374","41,907","744,316","652,047","92,269","12,665","654,359","591,185","63,174","77,293","549,091","383,622","165,469","199,082","101,050","232,821","16,138","811,814","408,084","403,730","85,859","63,555","47,292","76,858","538,252","399,697","240,661","159,037","346,419","53,278","762,714"
4,2013MAY,"6,756,237","5,307,447","1,448,791","5,985,378","4,679,776","1,305,603","2,878,155","2,477,344","400,812","2,667,919","2,429,662","238,256","156,243","53,993","2,694,998","1,956,323","738,675","509,425","465,874","43,552","787,842","699,710","88,131","12,850","699,060","638,227","60,833","75,932","574,526","391,852","182,674","213,641","96,053","248,057","16,775","823,205","398,888","424,318","89,133","64,402","44,769","69,085","555,818","412,225","246,109","166,116","349,921","62,305","770,859"
5,2013JUN,"6,826,267","5,388,762","1,437,503","6,064,413","4,768,589","1,295,823","2,883,540","2,483,944","399,595","2,678,638","2,436,265","242,373","152,021","52,881","2,758,737","2,030,601","728,136","546,164","506,797","39,366","822,442","725,391","97,052","13,323","730,401","664,379","66,022","78,718","539,566","372,559","167,007","200,435","97,802","224,253","17,075","850,565","425,855","424,711","94,453","69,238","45,120","62,543","579,212","422,136","254,044","168,093","352,038","70,098","761,854"
4,2013JUL,"6,936,654","5,468,652","1,468,002","6,138,411","4,828,760","1,309,652","2,951,962","2,536,188","415,775","2,743,082","2,490,208","252,875","155,231","53,649","2,763,485","2,028,012","735,473","524,313","485,367","38,946","832,830","738,045","94,784","13,555","738,390","669,633","68,757","80,885","553,933","380,025","173,908","216,381","99,581","221,676","16,296","852,410","424,574","427,835","93,606","63,471","45,390","73,938","576,006","422,964","264,560","158,404","352,489","70,475","798,243"
4,2013AUG,"6,686,100","5,271,008","1,415,093","5,911,191","4,638,521","1,272,670","2,839,993","2,428,972","411,020","2,628,246","2,381,819","246,424","161,751","49,996","2,648,417","1,948,907","699,510","515,832","474,784","41,048","796,848","694,658","102,191","13,691","692,522","620,540","71,983","90,635","520,279","365,358","154,922","181,761","108,348","212,754","17,417","815,457","414,108","401,350","91,295","68,709","46,478","68,146","540,829","422,782","260,642","162,139","360,392","62,389","774,909"
5,2013SEP,"6,781,062","5,367,219","1,413,840","6,011,277","4,738,077","1,273,197","2,821,204","2,432,126","389,079","2,621,644","2,386,052","235,594","148,592","50,968","2,771,258","2,038,264","732,991","520,281","482,695","37,586","845,489","737,628","107,862","11,968","744,274","666,960","77,314","89,247","544,364","380,432","163,932","205,722","119,205","201,237","18,200","861,123","437,512","423,611","91,108","74,798","45,603","86,837","562,777","418,815","267,686","151,128","361,122","57,693","769,785"
4,2013OCT,"6,935,325","5,453,424","1,481,903","6,209,139","4,867,760","1,341,382","2,851,900","2,454,116","397,786","2,639,920","2,406,234","233,688","160,982","50,998","2,891,425","2,121,010","770,417","571,866","530,459","41,407","861,164","757,695","103,470","13,973","757,019","686,006","71,014","90,172","571,019","387,929","183,091","227,694","114,741","208,409","20,176","887,376","444,927","442,449","96,312","75,180","49,083","96,164","570,637","465,814","292,635","173,180","407,402","58,412","726,186"
4,2013NOV,"7,534,557","5,990,773","1,543,786","6,806,739","5,404,498","1,402,242","2,996,751","2,599,564","397,188","2,775,996","2,549,711","226,285","161,936","58,818","3,227,415","2,431,140","796,275","700,046","643,537","56,509","948,968","854,325","94,644","15,313","844,314","778,547","65,767","89,342","584,662","407,715","176,947","228,222","135,731","196,385","24,323","993,739","525,563","468,176","108,119","84,339","54,697","118,324","628,261","582,574","373,795","208,779","515,070","67,504","727,819"
5,2013DEC,"8,868,602","7,219,012","1,649,588","8,165,397","6,653,893","1,511,501","3,386,762","2,946,136","440,624","3,133,472","2,886,008","247,464","184,798","68,491","4,150,908","3,295,407","855,501","960,942","901,140","59,802","1,277,010","1,164,105","112,904","17,181","1,133,388","1,056,618","76,770","126,441","661,581","481,012","180,570","240,635","202,481","171,509","46,957","1,251,376","749,150","502,225","143,826","131,852","40,972","152,369","782,357","627,726","412,350","215,376","564,025","63,701","703,205"
5,2014JAN,"6,335,431","5,066,383","1,269,046","5,680,105","4,532,394","1,147,708","2,700,997","2,345,831","355,165","2,516,148","2,302,582","213,565","143,271","41,577","2,569,303","1,917,185","652,118","514,020","479,718","34,301","714,699","633,508","81,191","12,343","630,047","572,367","57,681","72,308","587,685","410,570","177,115","227,192","132,294","207,771","20,429","752,900","393,389","359,510","81,738","59,741","39,753","82,552","489,116","409,805","269,379","140,426","367,850","41,955","655,326"
